Rank,Name,Country,Inns,Not out,BattingAverage,run_against,total_out,others_avg,Norm_avg,ROO Score
621,Afaq Hussain,Pakistan,4,4,0,3615,105,34.43,-34.43,0.00
622,Agha Saadat Ali,Pakistan,1,1,0,2002,72,27.81,-27.81,0.00
623,Aizaz Cheema,Pakistan,5,5,0,8008,220,36.40,-36.40,0.00
624,Ali Hussain Rizvi,Pakistan,0,0,0,2081,65,32.02,-32.02,0.00
625,Farrukh Zaman,Pakistan,0,0,0,2489,76,32.75,-32.75,0.00
626,Iftikhar Anjum,Pakistan,1,1,0,2304,79,29.16,-29.16,0.00
627,Mufasir Ul Haq,Pakistan,1,1,0,2462,78,31.56,-31.56,0.00
628,Muhammad Musa,Pakistan,2,2,0,2674,72,37.14,-37.14,0.00
629,Niaz Ahmed,Pakistan,3,3,0,2758,98,28.14,-28.14,0.00
630,Shahid Israr,Pakistan,1,1,0,3023,79,38.27,-38.27,0.00
631,Shahid Mahboob,Pakistan,0,0,0,2855,65,43.92,-43.92,0.00
632,Tabish Khan,Pakistan,0,0,0,2396,73,32.82,-32.82,0.00
633,Usman Shinwari,Pakistan,0,0,0,2254,64,35.22,-35.22,0.00
634,Yasir Ali,Pakistan,2,2,0,2410,80,30.13,-30.13,0.00
635,Zakir Khan,Pakistan,2,2,0,3092,93,33.25,-33.25,0.00
636,Ernest Bock,South Africa,2,2,0,2718,79,34.41,-34.41,0.00
637,Tertius Bosch,South Africa,2,2,0,2564,80,32.05,-32.05,0.00
638,Conky Conyngham,South Africa,2,2,0,2441,81,30.14,-30.14,0.00
639,Flooi Du Toit,South Africa,2,2,0,1991,74,26.91,-26.91,0.00
640,Clive Halse,South Africa,3,3,0,4983,126,39.55,-39.55,0.00
641,Mfuneko Ngam,South Africa,1,1,0,3570,112,31.88,-31.88,0.00
642,George Thornton,South Africa,1,1,0,2693,77,34.97,-34.97,0.00
643,Charl Willoughby,South Africa,0,0,0,3650,95,38.42,-38.42,0.00
644,Ishara Amerasinghe,Sri Lanka,2,2,0,2656,79,33.62,-33.62,0.00
645,Chamika Gunasekara,Sri Lanka,1,1,0,2637,77,34.25,-34.25,0.00
646,Roshan Guneratne,Sri Lanka,2,2,0,2619,72,36.38,-36.38,0.00
647,Kosala Kuruppuarachchi,Sri Lanka,2,2,0,2994,90,33.27,-33.27,0.00
648,Nishan Peiris,Sri Lanka,0,0,0,2616,72,36.33,-36.33,0.00
649,Imtiaz Ali,West Indies,1,1,0,2906,78,37.26,-37.26,0.00
650,Ian Allen,West Indies,2,2,0,3044,96,31.71,-31.71,0.00
651,George Gladstone,West Indies,1,1,0,3282,80,41.03,-41.03,0.00
652,Chemar Holder,West Indies,2,2,0,2390,74,32.30,-32.30,0.00
653,Tony Howard,West Indies,0,0,0,2652,67,39.58,-39.58,0.00
654,Tyrell Johnson,West Indies,1,1,0,2824,72,39.22,-39.22,0.00
655,Lance Pierre,West Indies,0,0,0,2379,78,30.50,-30.50,0.00
656,Milton Small,West Indies,1,1,0,3567,97,36.77,-36.77,0.00
657,Jeremy Solozano,West Indies,0,0,0,2447,78,31.37,-31.37,0.00
658,Dwight Washington,West Indies,1,1,0,3095,71,43.59,-43.59,0.00
659,Lord Tennyson,England,12,1,31.36,7904,252,31.37,-0.01,-0.06
660,Sarandeep Singh,India,2,1,43,4349,101,43.06,-0.06,-0.06
661,Harold Gimblett,England,5,1,32.25,3825,118,32.42,-0.17,-0.66
662,Neil Williams,England,1,0,38,2754,71,38.79,-0.79,-0.79
663,Zafar Gohar,Pakistan,2,0,35.5,2627,73,35.99,-0.49,-0.97
664,Arthur Mitchell,England,10,0,29.8,5809,194,29.94,-0.14,-1.43
665,Sammy Guillen,West Indies,6,2,26,6696,253,26.47,-0.47,-1.87
666,Sam Konstas,Australia,4,0,28.25,2965,103,28.79,-0.54,-2.15
667,Ruan De Swardt,South Africa,4,1,33,3516,104,33.81,-0.81,-2.42
668,Billy Ibadulla,Pakistan,8,0,31.62,4566,143,31.93,-0.31,-2.48
669,Keith Thomson,New Zealand,4,1,31.33,3280,102,32.16,-0.83,-2.48
670,Will Pucovski,Australia,2,0,36,2871,77,37.29,-1.29,-2.57
671,Mike Watkinson,England,6,1,33.4,4955,146,33.94,-0.54,-2.69
672,Billy Zulch,South Africa,32,2,32.76,14127,430,32.85,-0.09,-2.80
673,Rod Latham,New Zealand,7,0,31.28,4762,150,31.75,-0.47,-3.27
674,Bilawal Bhatti,Pakistan,3,1,35,3780,103,36.70,-1.70,-3.40
675,Hardus Viljoen,South Africa,2,1,26,2325,79,29.43,-3.43,-3.43
676,Murray Bisset,South Africa,6,2,25.75,3407,128,26.62,-0.87,-3.47
677,Iqbal Siddiqui,India,2,1,29,2523,77,32.77,-3.77,-3.77
678,Victor Barton,England,1,0,23,1968,73,26.96,-3.96,-3.96
