Rank,Name,Country,Inns,Not out,BattingAverage,run_against,total_out,others_avg,Norm_avg,ROO Score
1660,Berkeley Gaskin,West Indies,3,0,5.66,3507,105,33.40,-27.74,-83.22
1661,Arthur Ochse,South Africa,4,0,4,2336,94,24.85,-20.85,-83.40
1662,Arif Butt,Pakistan,5,0,11.8,3788,133,28.48,-16.68,-83.41
1663,Hasantha Fernando,Sri Lanka,4,0,9.5,3066,101,30.36,-20.86,-83.43
1664,Shiv Sunder Das,India,40,2,34.89,21028,567,37.09,-2.20,-83.46
1665,Trevor Hohns,Australia,7,1,22.66,7863,215,36.57,-13.91,-83.47
1666,John Cameron,West Indies,3,0,2,3083,103,29.93,-27.93,-83.80
1667,Glen Bruk Jackson,Zimbabwe,4,0,9.75,3195,104,30.72,-20.97,-83.88
1668,Carl Mumba,Zimbabwe,5,2,8.33,4799,132,36.36,-28.03,-84.08
1669,Neal Radford,England,4,1,7,4276,122,35.05,-28.05,-84.15
1670,Eldine Baptiste,West Indies,11,1,23.3,8822,278,31.73,-8.43,-84.34
1671,Bob Cottam,England,5,1,6.75,4290,154,27.86,-21.11,-84.43
1672,Ryan Austin,West Indies,4,0,9.75,3305,107,30.89,-21.14,-84.55
1673,James Bracey,England,3,0,2.66,3183,103,30.90,-28.24,-84.73
1674,Roy Minnett,Australia,15,0,26.06,7992,252,31.71,-5.65,-84.81
1675,Jos Buttler,England,100,9,31.94,47369,1441,32.87,-0.93,-84.84
1676,Vikram Singh,India,6,2,11.75,5840,177,32.99,-21.24,-84.98
1677,Neil Mallender,England,3,0,2.66,3068,99,30.99,-28.33,-84.99
1678,Hugh Morris,England,6,0,19.16,4099,123,33.33,-14.17,-84.99
1679,Ed Smith,England,5,0,17.4,4473,130,34.41,-17.01,-85.04
1680,Prabath Nissanka,Sri Lanka,5,2,6,4812,140,34.37,-28.37,-85.11
1681,Manzarul Islam,Bangladesh,11,1,25.7,5579,163,34.23,-8.53,-85.27
1682,Paul Terry,England,3,0,5.33,3173,94,33.76,-28.43,-85.28
1683,Roger Blunt,New Zealand,13,1,27.5,7406,214,34.61,-7.11,-85.29
1684,Robert Harvey,South Africa,4,0,12.75,3034,89,34.09,-21.34,-85.36
1685,James Foster,England,12,3,25.11,7682,222,34.60,-9.49,-85.44
1686,Philip Hutchinson,South Africa,4,0,3.5,2338,94,24.87,-21.37,-85.49
1687,Tommy Greenhough,England,4,1,1.33,4389,147,29.86,-28.53,-85.58
1688,Ray Emery,New Zealand,4,0,11.5,3028,92,32.91,-21.41,-85.65
1689,Sammy Woods,Australia,6,0,5.33,3588,183,19.61,-14.28,-85.66
1690,Peter Webb,New Zealand,3,0,3.66,3125,97,32.22,-28.56,-85.67
1691,Albert Trott,England,4,0,5.75,4748,174,27.29,-21.54,-86.15
1692,Alex Kennedy,England,8,2,15.5,5320,178,29.89,-14.39,-86.33
1693,Piyush Chawla,India,3,0,2,4601,149,30.88,-28.88,-86.64
1694,Walter Lees,England,9,3,11,4581,180,25.45,-14.45,-86.70
1695,Dad Weir,New Zealand,16,2,29.71,9263,258,35.90,-6.19,-86.70
1696,Barto Bartlett,West Indies,8,1,18.71,4976,160,31.10,-12.39,-86.73
1697,Bruce Dooland,Australia,5,1,19,5167,127,40.69,-21.69,-86.74
1698,Qais Ahmad,Afghanistan,4,0,11.25,3362,102,32.96,-21.71,-86.84
1699,Mohammad Salman,Pakistan,4,0,6.25,2995,107,27.99,-21.74,-86.96
1700,Brad Hogg,Australia,10,3,26.57,8855,227,39.01,-12.44,-87.07
1701,Ted Peate,England,14,8,11.66,6832,261,26.18,-14.52,-87.10
1702,Phil Carlson,Australia,4,0,5.75,2810,102,27.55,-21.80,-87.20
1703,Trevor Meale,New Zealand,4,0,5.25,2573,95,27.08,-21.83,-87.34
1704,Budhi Kunderan,India,34,4,32.7,16668,468,35.62,-2.92,-87.46
1705,Martin Van Jaarsveld,South Africa,15,2,30.53,9763,262,37.26,-6.73,-87.53
1706,Ronald Draper,South Africa,3,0,8.33,3347,89,37.61,-29.28,-87.83
1707,Greg Dyer,Australia,6,0,21.83,6894,189,36.48,-14.65,-87.88
1708,Zulqarnain,Pakistan,4,0,6,3329,119,27.97,-21.97,-87.90
1709,Gopal Sharma,India,4,1,3.66,5275,160,32.97,-29.31,-87.93
1710,Pankaj Singh,India,4,1,3.33,3265,100,32.65,-29.32,-87.96
1711,Adam Bacher,South Africa,33,1,26.03,13613,473,28.78,-2.75,-88.00
1712,Joseph Willoughby,South Africa,4,0,2,2452,102,24.04,-22.04,-88.16
1713,John Jameson,England,8,0,26.75,5137,136,37.77,-11.02,-88.18
1714,Amar Singh,India,14,1,22.46,7253,248,29.25,-6.79,-88.22
1715,Leslie Townsend,England,6,0,16.16,4815,156,30.87,-14.71,-88.23
1716,Paul Sheahan,Australia,53,6,33.91,28130,786,35.79,-1.88,-88.30
1717,Rory Kleinveldt,South Africa,5,2,9,5315,138,38.51,-29.51,-88.54
1718,Jimmy Cook,South Africa,6,0,17.83,3846,118,32.59,-14.76,-88.58
1719,George Hearne,South Africa,5,0,11.8,3455,117,29.53,-17.73,-88.65
1720,Brighton Watambwa,Zimbabwe,8,5,3.66,6557,197,33.28,-29.62,-88.87
1721,Munir Malik,Pakistan,4,1,2.33,3739,117,31.96,-29.63,-88.88
1722,Saim Ayub,Pakistan,14,0,26,7022,217,32.36,-6.36,-89.03
1723,Louis Tancred,South Africa,26,1,21.2,9088,367,24.76,-3.56,-89.07
1724,Stiaan Van Zyl,South Africa,17,2,26.33,9658,299,32.30,-5.97,-89.57
1725,Lutho Sipamla,South Africa,4,1,5,4288,123,34.86,-29.86,-89.59
1726,Lester King,West Indies,4,0,10.25,3466,106,32.70,-22.45,-89.79
1727,Tich Wesley,South Africa,5,0,9.8,3306,119,27.78,-17.98,-89.91
1728,Charran Singh,West Indies,3,0,3.66,3399,101,33.65,-29.99,-89.98
1729,Cammie Smith,West Indies,10,1,24.66,6170,178,34.66,-10.00,-90.03
1730,Raymon Reifer,West Indies,14,1,22.92,6984,234,29.85,-6.93,-90.04
1731,Tich Cornford,England,4,0,9,4136,131,31.57,-22.57,-90.29
1732,Roy Harford,New Zealand,5,2,2.33,4249,131,32.44,-30.11,-90.32
1733,Sridharan Jeganathan,Sri Lanka,4,0,4.75,2706,99,27.33,-22.58,-90.33
1734,Grahame Thomas,Australia,12,1,29.54,8497,225,37.76,-8.22,-90.47
1735,Stuart Binny,India,10,1,21.55,6416,203,31.61,-10.06,-90.50
1736,Mahela Udawatte,Sri Lanka,4,0,5.75,2980,105,28.38,-22.63,-90.52
1737,Geoff Griffin,South Africa,4,0,6.25,2917,101,28.88,-22.63,-90.52
1738,Bill Farrimond,England,7,0,16.57,4721,160,29.51,-12.94,-90.55
1739,Tony Pithey,South Africa,27,1,31.5,15603,446,34.98,-3.48,-90.59
1740,Ramesh Divecha,India,5,0,12,5061,168,30.13,-18.13,-90.63
1741,Takudzwanashe Kaitano,Zimbabwe,6,0,27.66,3810,89,42.81,-15.15,-90.89
1742,Harvinder Singh,India,4,1,2,5008,155,32.31,-30.31,-90.93
1743,Brydon Carse,England,7,2,18.8,6659,180,36.99,-18.19,-90.97
1744,Nazir Ali,India,4,0,7.5,3177,105,30.26,-22.76,-91.03
1745,Brenton Parchment,West Indies,4,0,13.75,3485,95,36.68,-22.93,-91.74
1746,J J Ferris,Australia,16,4,8.16,4397,278,15.82,-7.66,-91.88
1747,Shahid Afridi,Pakistan,48,1,36.51,25928,674,38.47,-1.96,-92.07
1748,Shane Thomson,New Zealand,35,4,30.9,15377,454,33.87,-2.97,-92.07
1749,Ezra Moseley,West Indies,4,0,8.75,3368,106,31.77,-23.02,-92.09
1750,Robbie Kerr,Australia,4,0,7.75,3140,102,30.78,-23.03,-92.14
1751,Leslie Hylton,West Indies,8,2,11.66,5323,197,27.02,-15.36,-92.16
1752,Sew Shivnarine,West Indies,14,1,29.15,8193,226,36.25,-7.10,-92.33
1753,Yajurvindra Singh,India,7,1,18.16,4973,148,33.60,-15.44,-92.65
1754,Brooke Walker,New Zealand,8,2,19.66,5551,158,35.13,-15.47,-92.84
1755,John Crawley,England,61,9,34.61,31119,855,36.40,-1.79,-92.90
1756,Jim Pothecary,South Africa,4,0,6.5,3805,128,29.73,-23.23,-92.91
1757,Hemang Badani,India,7,1,15.66,5171,166,31.15,-15.49,-92.94
1758,Scott Kuggeleijn,New Zealand,6,0,15.33,4130,134,30.82,-15.49,-92.95
1759,Newman Nyamhuri,Zimbabwe,3,0,12.33,3033,70,43.33,-31.00,-93.00
1760,Shane Watson,Australia,109,3,35.19,51799,1436,36.07,-0.88,-93.46
1761,Jubair Hossain,Bangladesh,5,2,4.33,6107,172,35.51,-31.18,-93.53
1762,Anwar Hossain Monir,Bangladesh,6,3,7.33,4201,109,38.54,-31.21,-93.63
1763,Arthur Ochse,South Africa,4,1,3.66,4465,128,34.88,-31.22,-93.67
1764,Ian Cromb,New Zealand,8,2,20.5,5311,147,36.13,-15.63,-93.78
1765,Don Blackie,Australia,6,3,8,5262,134,39.27,-31.27,-93.81
1766,Arthur Wellard,England,4,0,11.75,3627,103,35.21,-23.46,-93.85
1767,Lonwabo Tsotsobe,South Africa,5,2,6.33,6248,166,37.64,-31.31,-93.93
1768,Chris Drum,New Zealand,5,2,3.33,5858,169,34.66,-31.33,-94.00
1769,Craig Cumming,New Zealand,19,2,25.94,9252,294,31.47,-5.53,-94.00
1770,Vinothen John,Sri Lanka,10,5,10.6,5651,192,29.43,-18.83,-94.16
1771,Ed Giddins,England,7,3,2.5,3778,145,26.06,-23.56,-94.22
1772,Ken Taylor,England,5,0,11.4,3692,122,30.26,-18.86,-94.31
1773,Richie Robinson,Australia,6,0,16.66,3922,121,32.41,-15.75,-94.52
1774,Fazl E Akbar,Pakistan,8,4,13,5976,163,36.66,-23.66,-94.65
1775,Ivo Bligh,England,7,1,10.33,3919,150,26.13,-15.80,-94.78
1776,Mohammad Khalil,Pakistan,4,1,3,3702,107,34.60,-31.60,-94.79
1777,Gavin Ewing,Zimbabwe,6,0,18,4298,127,33.84,-15.84,-95.06
1778,Keith Dabengwa,Zimbabwe,6,0,15,3641,118,30.86,-15.86,-95.14
1779,Warren Hegg,England,4,0,7.5,3350,107,31.31,-23.81,-95.23
1780,Mervyn Waite,Australia,3,0,3.66,3406,96,35.48,-31.82,-95.46
1781,Ambar Roy,India,7,0,13,4050,152,26.64,-13.64,-95.51
1782,Tanunurwa Makoni,Zimbabwe,4,0,10.75,3186,92,34.63,-23.88,-95.52
1783,Trevor Mcmahon,New Zealand,7,4,2.33,5331,156,34.17,-31.84,-95.53
1784,Dewald Pretorius,South Africa,4,1,7.33,5877,150,39.18,-31.85,-95.55
1785,Ashok Malhotra,India,10,1,25.11,6686,187,35.75,-10.64,-95.80
1786,Ashley De Silva,Sri Lanka,3,0,3.33,3844,109,35.27,-31.94,-95.81
1787,Shadab Kabir,Pakistan,7,0,21.14,5329,153,34.83,-13.69,-95.83
1788,George Simpson Hayward,England,8,1,15,5340,186,28.71,-13.71,-95.97
1789,Amir Elahi,Pakistan,7,1,10.83,4567,170,26.86,-16.03,-96.21
1790,Sam Staples,England,5,0,13,4225,131,32.25,-19.25,-96.26
1791,Goofy Lawrence,South Africa,8,0,17.62,5368,181,29.66,-12.04,-96.30
1792,Moises Henriques,Australia,8,1,23.42,5433,146,37.21,-13.79,-96.55
1793,Malinda Pushpakumara,Sri Lanka,8,2,17,4997,151,33.09,-16.09,-96.56
1794,Robin Bynoe,West Indies,6,0,18.5,5089,147,34.62,-16.12,-96.71
1795,Mohsin Kamal,Pakistan,11,7,9.25,8063,241,33.46,-24.21,-96.83
1796,Maharajah Of Vizianagram,India,6,2,8.25,3993,123,32.46,-24.21,-96.85
1797,Jackie Mills,New Zealand,10,1,26.77,6087,162,37.57,-10.80,-97.24
1798,Umesh Kulkarni,India,8,5,4.33,5927,161,36.81,-32.48,-97.45
1799,Ian Greig,England,4,0,6.5,3210,104,30.87,-24.37,-97.46
1800,Joylord Gumbie,Zimbabwe,6,0,21.5,3586,95,37.75,-16.25,-97.48
1801,Ernie Bromley,Australia,4,0,9.5,3225,95,33.95,-24.45,-97.79
1802,Peter Ingram,New Zealand,4,0,15.25,3852,97,39.71,-24.46,-97.85
1803,Ben Barnett,Australia,8,1,27.85,5940,142,41.83,-13.98,-97.87
1804,Bert Vance,New Zealand,7,0,29.57,4965,114,43.55,-13.98,-97.88
1805,Tony Gray,West Indies,8,2,8,4354,179,24.32,-16.32,-97.94
1806,Laurie Fishlock,England,5,1,11.75,4714,130,36.26,-24.51,-98.05
1807,Terry Jenner,Australia,14,5,23.11,9592,282,34.01,-10.90,-98.14
1808,Robert Graham,South Africa,4,0,1.5,2761,106,26.05,-24.55,-98.19
1809,Tony Dodemaide,Australia,15,6,22.44,9673,290,33.36,-10.92,-98.24
1810,Mahes Goonatilleke,Sri Lanka,10,2,22.12,6057,176,34.41,-12.29,-98.36
1811,Keemo Paul,West Indies,6,0,16,4051,125,32.41,-16.41,-98.45
1812,Jack Flavell,England,6,2,7.75,4964,153,32.44,-24.69,-98.78
1813,Ebbu Ghazali,Pakistan,4,0,8,2944,90,32.71,-24.71,-98.84
1814,Elquemedo Willett,West Indies,8,3,14.8,6017,174,34.58,-19.78,-98.90
1815,Tim Paine,Australia,57,10,32.63,32237,928,34.74,-2.11,-99.08
1816,Iftikhar Ali Khan Pataudi,India,5,0,11,5550,180,30.83,-19.83,-99.17
1817,Morris Sievers,Australia,6,1,13.4,4088,123,33.24,-19.84,-99.18
1818,Adam Dale,Australia,3,0,2,3612,103,35.07,-33.07,-99.20
1819,Jock Cameron,South Africa,45,4,30.21,21770,667,32.64,-2.43,-99.58
1820,Martin Saggers,England,3,0,0.33,4395,131,33.55,-33.22,-99.66
1821,Jimmy Cameron,West Indies,7,1,25.16,6767,162,41.77,-16.61,-99.67
1822,Wilf Slack,England,6,0,13.5,3764,125,30.11,-16.61,-99.67
1823,Maurice Read,England,29,2,17.07,9468,456,20.76,-3.69,-99.72
1824,Nathan Bracken,Australia,6,2,17.5,7428,175,42.45,-24.95,-99.78
1825,Bertie Clarke,West Indies,4,1,1,4182,122,34.28,-33.28,-99.84
1826,Dodda Ganesh,India,7,3,6.25,5306,170,31.21,-24.96,-99.85
1827,Brad Williams,Australia,6,3,7.66,6486,158,41.05,-33.39,-100.17
1828,Stuart Thompson,Ireland,6,0,10.66,3475,127,27.36,-16.70,-100.21
1829,Amal Silva,Sri Lanka,16,2,25.21,8418,260,32.38,-7.17,-100.34
1830,Wessly Madhevere,Zimbabwe,3,0,0,3245,97,33.45,-33.45,-100.36
1831,Keacy Carty,West Indies,10,0,17.9,4473,160,27.96,-10.06,-100.56
1832,Shaun Udal,England,7,1,18.16,5415,155,34.94,-16.78,-100.65
1833,Bruce Francis,Australia,5,0,10.4,3847,126,30.53,-20.13,-100.66
1834,Graham Barlow,England,5,1,4.25,3564,121,29.45,-25.20,-100.82
1835,Bruce Martin,New Zealand,6,1,14.8,5983,171,34.99,-20.19,-100.94
1836,Sohail Tanvir,Pakistan,3,0,5.66,3931,100,39.31,-33.65,-100.95
1837,Grahame Corling,Australia,4,1,1.66,5617,159,35.33,-33.67,-101.00
1838,Rob Nicol,New Zealand,4,0,7,3193,99,32.25,-25.25,-101.01
1839,Nobby Clark,England,9,5,9,8298,242,34.29,-25.29,-101.16
1840,John Rennie,Zimbabwe,6,1,12.4,4603,141,32.65,-20.25,-101.23
1841,Dick Young,England,4,0,6.75,3432,107,32.07,-25.32,-101.30
1842,David White,New Zealand,4,0,7.75,3076,93,33.08,-25.33,-101.30
1843,Dick Spooner,England,14,1,27.23,7568,216,35.04,-7.81,-101.49
1844,Johnny Lindsay,South Africa,5,2,7,5205,127,40.98,-33.98,-101.95
1845,Hines Johnson,West Indies,4,0,9.5,4467,127,35.17,-25.67,-102.69
1846,Glenn Maxwell,Australia,14,1,26.07,7204,212,33.98,-7.91,-102.84
1847,Tom Horan,Australia,27,2,18.84,9210,401,22.97,-4.13,-103.19
1848,Fred Morley,England,6,2,1.5,4131,151,27.36,-25.86,-103.43
1849,Aftab Gul,Pakistan,8,0,22.75,5820,163,35.71,-12.96,-103.64
1850,Gavin Stevens,Australia,7,0,16,4593,149,30.83,-14.83,-103.78
1851,Tom Mckibbin,Australia,8,2,14.66,5795,181,32.02,-17.36,-104.14
1852,Justin Kemp,South Africa,6,0,13.33,4638,151,30.72,-17.39,-104.31
1853,Udara Jayasundera,Sri Lanka,4,0,7.5,3536,105,33.68,-26.18,-104.70
1854,Omari Banks,West Indies,16,4,26.5,10604,301,35.23,-8.73,-104.75
1855,Joe Small,West Indies,6,0,13.16,3705,121,30.62,-17.46,-104.76
1856,Monde Zondeki,South Africa,5,0,16.4,6876,184,37.37,-20.97,-104.85
1857,Lord Hawke,England,8,1,7.85,3996,175,22.83,-14.98,-104.89
1858,Derek Stirling,New Zealand,9,2,15.42,5719,188,30.42,-15.00,-105.00
1859,Mohammad Munaf,Pakistan,7,2,12.6,5177,154,33.62,-21.02,-105.08
1860,Ted Badcock,New Zealand,9,2,19.57,6329,183,34.58,-15.01,-105.10
1861,William Porterfield,Ireland,6,0,9.66,3428,126,27.21,-17.55,-105.28
1862,Henry Promnitz,South Africa,4,0,3.5,3137,105,29.88,-26.38,-105.50
1863,Jack Noreiga,West Indies,5,2,3.66,5643,145,38.92,-35.26,-105.77
1864,John Trim,West Indies,5,1,5.25,4893,154,31.77,-26.52,-106.09
1865,Jack Birkenshaw,England,7,0,21.14,5809,160,36.31,-15.17,-106.16
1866,Willie Quaife,England,13,1,19,6022,216,27.88,-8.88,-106.56
1867,Tim O Brien,England,8,0,7.37,3498,169,20.70,-13.33,-106.63
1868,Duleep Mendis,Sri Lanka,43,1,31.64,19962,584,34.18,-2.54,-106.74
1869,Jack O Connor,Australia,8,1,12.28,4355,158,27.56,-15.28,-106.98
1870,Percy Sherwell,South Africa,22,4,23.72,11303,381,29.67,-5.95,-107.04
1871,Prosper Utseya,Zimbabwe,8,1,15.28,4500,147,30.61,-15.33,-107.33
1872,Ben Hollioake,England,4,0,11,3747,99,37.85,-26.85,-107.39
1873,Ms Dhoni,India,144,16,38.09,86190,2214,38.93,-0.84,-107.46
1874,Jock Edwards,New Zealand,15,0,25.13,7237,224,32.31,-7.18,-107.67
1875,John D Arcy,New Zealand,10,0,13.6,3903,160,24.39,-10.79,-107.94
1876,George Fullerton,South Africa,13,0,25,7128,214,33.31,-8.31,-108.01
1877,Shayne Moseley,West Indies,4,0,7,3548,104,34.12,-27.12,-108.46
1878,Bonnor Middleton,South Africa,12,5,7.42,4698,205,22.92,-15.50,-108.48
1879,Ivan Madray,West Indies,3,0,1,3943,106,37.20,-36.20,-108.59
1880,Woorkeri Raman,India,19,1,24.88,9214,298,30.92,-6.04,-108.71
1881,Vijay Mehra,India,14,1,25.3,7782,231,33.69,-8.39,-109.05
1882,Charles Vintcent,South Africa,6,0,4.33,2611,116,22.51,-18.18,-109.07
1883,Charith Senanayake,Sri Lanka,5,0,19.4,5074,123,41.25,-21.85,-109.26
1884,Harry Bromfield,South Africa,12,7,11.8,9500,281,33.81,-22.01,-110.04
1885,Liaqat Ali,Pakistan,7,3,7,5421,157,34.53,-27.53,-110.11
1886,Marcus North,Australia,35,2,35.48,20962,540,38.82,-3.34,-110.17
1887,John Maguire,Australia,5,1,7,4049,117,34.61,-27.61,-110.43
1888,Farokh Engineer,India,87,3,31.08,39068,1206,32.39,-1.31,-110.43
1889,Joe Humphries,England,6,1,8.8,4170,135,30.89,-22.09,-110.44
1890,Chadwick Walton,West Indies,4,0,3.25,3305,107,30.89,-27.64,-110.55
1891,David Townsend,England,6,0,12.83,3659,117,31.27,-18.44,-110.66
1892,Alex Doolan,Australia,8,0,23.87,5619,149,37.71,-13.84,-110.73
1893,Marco Jansen,South Africa,27,5,23,12111,432,28.03,-5.03,-110.76
1894,Eric Upashantha,Sri Lanka,3,0,3.33,3829,95,40.31,-36.98,-110.93
1895,Roland Holder,West Indies,17,2,25.33,9133,279,32.73,-7.40,-111.07
1896,Eddie Dawson,England,9,0,19.44,4672,147,31.78,-12.34,-111.08
1897,Mathew Sinclair,New Zealand,56,5,32.05,26185,765,34.23,-2.18,-111.12
1898,Charith Asalanka,Sri Lanka,6,0,14.66,3952,119,33.21,-18.55,-111.30
1899,Peter Lashley,West Indies,7,0,22.71,5753,149,38.61,-15.90,-111.31
1900,Clyde Butts,West Indies,8,1,15.42,6704,214,31.33,-15.91,-111.35
1901,Walter Keeton,England,4,0,14.25,3705,88,42.10,-27.85,-111.41
1902,Bharath Reddy,India,5,1,9.5,4894,131,37.36,-27.86,-111.44
1903,Chris Kuggeleijn,New Zealand,4,0,1.75,2933,99,29.63,-27.88,-111.51
1904,Chris Silverwood,England,7,3,7.25,6431,183,35.14,-27.89,-111.57
1905,Jason Roy,England,10,0,18.7,5285,177,29.86,-11.16,-111.59
1906,Chingleput Gopinath,India,12,1,22,8039,250,32.16,-10.16,-111.72
1907,Graham Vivian,New Zealand,6,0,18.33,5876,159,36.96,-18.63,-111.76
1908,Naveed Zadran,Afghanistan,5,1,10.25,4545,119,38.19,-27.94,-111.77
1909,Jack Iverson,Australia,7,3,0.75,5140,179,28.72,-27.97,-111.86
1910,Clyde Fortuin,South Africa,4,0,5.75,3516,104,33.81,-28.06,-112.23
1911,Dirk Wellham,Australia,11,0,23.36,6278,187,33.57,-10.21,-112.33
1912,Dwaine Pretorius,South Africa,6,0,13.83,4297,132,32.55,-18.72,-112.34
1913,Kim Elgie,South Africa,6,0,12.5,3969,127,31.25,-18.75,-112.51
1914,Mitchell Swepson,Australia,5,1,7,5165,147,35.14,-28.14,-112.54
1915,Nazimuddin,Bangladesh,6,0,20.83,4555,115,39.61,-18.78,-112.67
1916,Jack Newman,New Zealand,4,0,8.25,3824,105,36.42,-28.17,-112.68
1917,John Hartley,England,4,0,3.75,3164,99,31.96,-28.21,-112.84
1918,Tiger Lance,South Africa,22,1,28.14,12201,364,33.52,-5.38,-112.96
1919,Jack Board,England,12,2,10.8,4576,207,22.11,-11.31,-113.06
1920,Shermon Lewis,West Indies,4,0,6,3187,93,34.27,-28.27,-113.08
1921,Robert Kennedy,New Zealand,5,1,7,5327,151,35.28,-28.28,-113.11
1922,Prince Indrajitsinhji,India,7,1,8.5,4927,180,27.37,-18.87,-113.23
1923,Brian Vitori,Zimbabwe,7,2,10.4,4991,151,33.05,-22.65,-113.26
1924,Everton Matambanadzo,Zimbabwe,5,1,4.25,4138,127,32.58,-28.33,-113.33
1925,Arthur Fagg,England,8,0,18.75,5368,163,32.93,-14.18,-113.46
1926,James Neesham,New Zealand,22,1,33.76,12885,329,39.16,-5.40,-113.49
1927,Tim Ambrose,England,16,1,29.8,11699,313,37.38,-7.58,-113.65
1928,Zin Harris,New Zealand,18,1,22.23,7577,262,28.92,-6.69,-113.73
1929,Tommy Routledge,South Africa,8,0,9,3158,136,23.22,-14.22,-113.76
1930,Monkey Hornby,England,6,0,3.5,2677,119,22.50,-19.00,-113.97
1931,Mark Ilott,England,6,2,7,5715,161,35.50,-28.50,-113.99
1932,Tony Blain,New Zealand,20,3,26.82,9924,296,33.53,-6.71,-114.02
1933,Graham Roope,England,32,4,30.71,16908,486,34.79,-4.08,-114.24
1934,Tommy Mitchell,England,6,2,5,5675,169,33.58,-28.58,-114.32
1935,Martyn Moxon,England,17,1,28.43,8931,251,35.58,-7.15,-114.43
1936,Ben Foakes,England,46,7,29.2,21885,681,32.14,-2.94,-114.53
1937,Claude Carter,South Africa,15,5,18.1,7923,268,29.56,-11.46,-114.63
1938,Adam Hollioake,England,6,0,10.83,3986,133,29.97,-19.14,-114.84
1939,Julien Wiener,Australia,11,0,25.54,6333,176,35.98,-10.44,-114.87
1940,Arthur Richardson,Australia,13,0,31,8925,224,39.84,-8.84,-114.97
1941,Akila Dananjaya,Sri Lanka,10,2,16.87,6593,211,31.25,-14.38,-115.01
1942,Xavier Doherty,Australia,7,3,12.75,5901,142,41.56,-28.81,-115.23
1943,Jayantha Silva,Sri Lanka,4,1,2,7558,187,40.42,-38.42,-115.25
1944,Mohammad Nazir,Pakistan,18,10,18,11310,349,32.41,-14.41,-115.26
1945,Verdun Scott,New Zealand,17,1,28.62,8598,240,35.83,-7.21,-115.28
1946,Jack Crawford,England,23,2,22.33,9711,349,27.83,-5.50,-115.40
1947,Marshall Ayub,Bangladesh,6,0,20.83,4410,110,40.09,-19.26,-115.57
1948,Wellington Masakadza,Zimbabwe,6,1,8.8,3896,122,31.93,-23.13,-115.67
1949,Jack Robertson,South Africa,6,1,10.2,4171,125,33.37,-23.17,-115.84
1950,Alan Knott,England,149,15,32.75,77692,2311,33.62,-0.87,-116.36
1951,Atholl Mckinnon,South Africa,13,7,17.83,9753,262,37.23,-19.40,-116.37
1952,Azhar Mahmood,Pakistan,34,4,30,16941,500,33.88,-3.88,-116.46
1953,John Ward,New Zealand,12,6,12.5,7882,247,31.91,-19.41,-116.47
1954,Bill Hitch,England,10,3,14.71,6625,211,31.40,-16.69,-116.82
1955,Oscar Da Costa,West Indies,9,1,19.12,5669,168,33.74,-14.62,-116.99
1956,Geoff Millman,England,7,2,12,7022,198,35.46,-23.46,-117.32
1957,Dan Lawrence,England,27,2,26.84,12110,384,31.54,-4.70,-117.41
1958,Aamer Nazir,Pakistan,11,6,6.2,6186,208,29.74,-23.54,-117.70
1959,Jack Crapp,England,13,2,29,8101,204,39.71,-10.71,-117.82
1960,Rob Quiney,Australia,3,0,3,3986,94,42.40,-39.40,-118.21
1961,Francis Ford,England,9,0,18.66,5570,175,31.83,-13.17,-118.52
1962,Ernie Toshack,Australia,11,6,14.6,12804,334,38.34,-23.74,-118.68
1963,Dirk Viljoen,Zimbabwe,4,0,14.25,3997,91,43.92,-29.67,-118.69
1964,David Smith,England,5,1,9.5,6192,158,39.19,-29.69,-118.76
1965,Dattu Phadkar,India,45,7,32.34,24510,691,35.47,-3.13,-118.95
1966,Lionel Birkett,West Indies,8,0,17,4303,135,31.87,-14.87,-118.99
1967,Phillip Hughes,Australia,49,2,32.65,22552,641,35.18,-2.53,-119.03
1968,Steve Smith,Australia,5,0,8.2,3777,118,32.01,-23.81,-119.04
1969,Pananmal Punjabi,India,10,0,16.4,4587,162,28.31,-11.91,-119.15
1970,James Taylor,England,13,1,26,7869,219,35.93,-9.93,-119.18
1971,Guy Overton,New Zealand,6,1,1.6,3234,127,25.46,-23.86,-119.32
1972,Curtis Campher,Ireland,12,0,24.75,6315,182,34.70,-9.95,-119.37
1973,John Maclean,Australia,8,1,11.28,4509,159,28.36,-17.08,-119.55
1974,Dom Sibley,England,39,3,28.94,17679,548,32.26,-3.32,-119.55
1975,Mohammad Ilyas,Pakistan,19,0,23.21,8202,278,29.50,-6.29,-119.58
1976,Ehsan Adil,Pakistan,4,0,5.25,4400,125,35.20,-29.95,-119.80
1977,Roland Butcher,England,5,0,14.2,4237,111,38.17,-23.97,-119.86
1978,Rashid Khan,Afghanistan,9,0,17.11,5325,175,30.43,-13.32,-119.87
1979,Bill Watson,Australia,7,1,17.66,5237,139,37.68,-20.02,-120.10
1980,Chris Balderstone,England,4,0,9.75,3980,100,39.80,-30.05,-120.20
1981,Mark Butcher,England,131,7,34.58,56417,1587,35.55,-0.97,-120.21
1982,Athula Samarasekera,Sri Lanka,7,0,16.85,4631,136,34.05,-17.20,-120.41
1983,Chris Matthews,Australia,5,0,10.8,4539,130,34.92,-24.12,-120.58
1984,Eric Dalton,South Africa,24,2,31.72,14296,384,37.23,-5.51,-121.20
1985,John Goddard,West Indies,39,11,30.67,23558,673,35.00,-4.33,-121.36
